,featureType,prblemType,confID,budget,eng_lvls,divide,fusionType,repeats,loss,tp,fp,tn,fn,acc,prec,rec,auc,BC,MCC,thisloss
val_score,flow,classification,"(0, 0, 4)",9.0,3,2.5,none,0,1.106795310974121,9513.0,2978.0,103863.0,4275.0,0.9679176211357117,0.7702880501747131,0.6744139194488525,0.9541253447532654,1.0553991794586182,0.5711841583251953,
test_score,flow,classification,"(0, 0, 4)",9.0,3,2.5,none,0,0.9984433650970459,12398.0,5042.0,150760.0,7692.0,0.9596197605133057,0.703670859336853,0.5939100384712219,0.9311110377311707,0.9594860672950745,0.5154755711555481,
train_score,flow,classification,"(0, 0, 5)",9.0,3,2.5,none,0,1.8381315469741821,7793.0,2977.0,109032.0,6514.0,0.9518945813179016,0.7707536816596985,0.5766153335571289,0.9770569205284119,2.8392765522003174,0.5338663458824158,
val_score,flow,classification,"(0, 0, 5)",9.0,3,2.5,none,0,1.8340442180633545,35320.0,13648.0,471764.0,26014.0,0.9533242583274841,0.7191140055656433,0.5887385606765747,0.9348379969596863,0.8340487480163574,0.45814934372901917,
test_score,flow,classification,"(0, 0, 5)",9.0,3,2.5,none,0,1.8320469856262207,12506.0,4275.0,162698.0,8199.0,0.9549060463905334,0.7449214458465576,0.6003754734992981,0.9699040055274963,0.7101449370384216,0.47596052289009094,
train_score,flow,classification,"(0, 0, 6)",9.0,3,2.5,none,0,1.101269245147705,14746.0,4826.0,171910.0,7967.0,0.936764657497406,0.7442526817321777,0.6290434002876282,0.9483359456062317,0.8066567182540894,0.48114585876464844,
val_score,flow,classification,"(0, 0, 6)",9.0,3,2.5,none,0,1.1012814044952393,4135.0,1588.0,38464.0,1413.0,0.9280370473861694,0.7283950448036194,0.6669101715087891,0.011085313744843006,0.8038659691810608,0.4062195420265198,
test_score,flow,classification,"(0, 0, 6)",9.0,3,2.5,none,0,1.1012804508209229,791.0,41218.0,1536243.0,74884.0,0.9346423745155334,0.7487921714782715,0.6202322244644165,0.9578409790992737,0.7848725318908691,0.5225039720535278,
train_score,flow,classification,"(0, 0, 7)",9.0,3,2.5,none,0,0.44490164518356323,11328.0,9853.0,204044.0,15406.0,0.8983355164527893,0.536262035369873,0.4220699071884155,0.8168859481811523,1.0365368127822876,0.280399352312088,
val_score,flow,classification,"(0, 0, 7)",9.0,3,2.5,none,0,2.2345101833343506,6114.0,11788.0,189434.0,19102.0,0.8656485676765442,0.3375277519226074,0.23553651571273804,0.7802124619483948,0.9776875376701355,0.12508666515350342,
test_score,flow,classification,"(0, 0, 7)",9.0,3,2.5,none,0,1.3567415475845337,6277.0,4170.0,90614.0,5571.0,0.9111090302467346,0.6008423566818237,0.5341218709945679,0.9096447229385376,0.6396462917327881,0.3911270797252655,
train_score,flow,classification,"(0, 0, 8)",9.0,3,2.5,none,0,0.4755622148513794,6919.0,2515.0,81475.0,3792.0,0.9594982862472534,0.7321534156799316,0.6253472566604614,0.9476515054702759,0.9313251376152039,0.5158179998397827,
val_score,flow,classification,"(0, 0, 8)",9.0,3,2.5,none,0,2.6161837577819824,2924.0,1111.0,32762.0,1690.0,0.9933862090110779,0.7248583436012268,0.6015747785568237,0.9686231017112732,1.1130821704864502,0.47952765226364136,
test_score,flow,classification,"(0, 0, 8)",9.0,3,2.5,none,0,1.1719220876693726,3380.0,2860.0,52226.0,3488.0,0.9263115525245667,0.5620915293693542,0.48508480191230774,0.8946801424026489,1.0351309776306152,0.2891523241996765,
train_score,flow,classification,"(0, 0, 8)",27.0,3,2.5,none,0,0.40185731649398804,36532.0,8778.0,355926.0,9056.0,0.956532895565033,0.8062679171562195,0.8013512492179871,0.9871240854263306,1.6496254205703735,0.7066010236740112,
val_score,flow,classification,"(0, 0, 8)",27.0,3,2.5,none,0,11.747604370117188,3927.0,5583.0,70641.0,5601.0,0.8695764541625977,0.4129337668418884,0.4121536612510681,0.7733650803565979,3.7079150676727295,0.13982543349266052,
test_score,flow,classification,"(0, 0, 8)",27.0,3,2.5,none,0,2.1960642337799072,6229.0,4605.0,82467.0,4655.0,0.9054675102233887,0.5749492049217224,0.5723080039024353,0.8701424598693848,1.885383129119873,0.37378281354904175,
train_score,flow,classification,"(0, 0, 8)",81.0,3,2.5,none,0,0.15537822246551514,10430.0,5876.0,146604.0,8630.0,0.9154361486434937,0.6399950981140137,0.5479863286018372,0.8765807151794434,1.0986565351486206,0.4006359577178955,
val_score,flow,classification,"(0, 0, 8)",81.0,3,2.5,none,0,38.37163543701172,19585.0,9907.0,266008.0,14914.0,0.919942319393158,0.6636280417442322,0.5667557716369629,0.8726962804794312,3.5266683101654053,0.4545249938964844,
test_score,flow,classification,"(0, 0, 8)",81.0,3,2.5,none,0,16.15145492553711,22002.0,11180.0,299131.0,16841.0,0.9197905659675598,0.6627871990203857,0.5661863684654236,0.9001441597938538,2.2123892307281494,0.4505288302898407,
train_score,flow,classification,"(0, 0, 9)",9.0,3,2.5,none,0,0.34199899435043335,26130.0,7682.0,319923.0,15239.0,0.9360764622688293,0.76604825258255,0.6123387813568115,0.9673020243644714,0.7937792539596558,0.521681010723114,
val_score,flow,classification,"(0, 0, 9)",9.0,3,2.5,none,0,12.227972984313965,17348.0,6815.0,223943.0,12075.0,0.9421646595001221,0.7163324952125549,0.5888056755065918,0.9318211078643799,0.9449251890182495,0.46437641978263855,
test_score,flow,classification,"(0, 0, 9)",9.0,3,2.5,none,0,5.852466106414795,7271.0,3186.0,91292.0,4824.0,0.9242841005325317,0.7082976698875427,0.5612256526947021,0.9543241262435913,0.8357269167900085,0.4024139940738678,
train_score,flow,classification,"(0, 0, 10)",9.0,3,2.5,none,0,0.4735603630542755,21244.0,4571.0,230245.0,8394.0,0.9508984088897705,0.8207172751426697,0.7227911353111267,0.979189395904541,0.9586182832717896,0.6475708484649658,
val_score,flow,classification,"(0, 0, 10)",9.0,3,2.5,none,0,3.6081626415252686,722.0,202.0,4174.0,201.0,0.9295641183853149,0.6837340593338013,0.5800919532775879,0.9277633428573608,1.0274745225906372,0.4626103639602661,
test_score,flow,classification,"(0, 0, 10)",9.0,3,2.5,none,0,1.8954379558563232,14008.0,8003.0,184814.0,10437.0,0.9256545901298523,0.6353413462638855,0.5605493187904358,0.9063308835029602,0.999650776386261,0.39446336030960083,
train_score,flow,classification,"(0, 0, 11)",9.0,3,2.5,none,0,1.3978153467178345,15803.0,5996.0,205149.0,11261.0,0.9700027108192444,0.7217676043510437,0.5799729824066162,0.9704490303993225,0.7022407650947571,0.5078442096710205,
val_score,flow,classification,"(0, 0, 11)",9.0,3,2.5,none,0,1.403139352798462,13036.0,2789.0,146074.0,6757.0,0.9560003280639648,0.8134413957595825,0.6084432601928711,0.9682233333587646,0.7717366814613342,0.5506613850593567,
test_score,flow,classification,"(0, 0, 11)",9.0,3,2.5,none,0,1.4209308624267578,3208.0,805.0,33602.0,1637.0,1.0258004665374756,0.7840129137039185,0.6597830057144165,0.9915991425514221,0.7483869791030884,0.5486934781074524,
train_score,flow,classification,"(0, 0, 12)",9.0,3,2.5,none,0,0.38553422689437866,669.0,132.0,6965.0,327.0,1.0369127988815308,0.8506097793579102,0.6698718070983887,0.9468264579772949,0.9011722803115845,0.6552693843841553,
val_score,flow,classification,"(0, 0, 12)",9.0,3,2.5,none,0,5.408719539642334,367.0,209.0,3083.0,154.0,1.208937168121338,0.5822784900665283,0.550000011920929,0.8694190979003906,0.8173647522926331,0.24335525929927826,
test_score,flow,classification,"(0, 0, 12)",9.0,3,2.5,none,0,3.5215048789978027,3887.0,2899.0,56026.0,3505.0,0.9122710824012756,0.5849289894104004,0.5389675498008728,0.9444518685340881,0.7466391921043396,0.27532699704170227,
train_score,flow,classification,"(0, 0, 12)",27.0,3,2.5,none,0,0.3081634044647217,52609.0,10664.0,506616.0,12083.0,0.9609105587005615,0.831375241279602,0.8130376935005188,0.9883488416671753,1.7670763731002808,0.7211489081382751,
val_score,flow,classification,"(0, 0, 12)",27.0,3,2.5,none,0,63.3017692565918,5472.0,3968.0,73536.0,4220.0,0.9060924649238586,0.5811356902122498,0.5659693479537964,0.8378735780715942,3.521016836166382,0.37034738063812256,
test_score,flow,classification,"(0, 0, 12)",27.0,3,2.5,none,0,7.741722583770752,18661.0,11098.0,233670.0,11935.0,0.9163017272949219,0.6268309950828552,0.6096882224082947,0.8958000540733337,1.5210176706314087,0.44502291083335876,
train_score,flow,classification,"(0, 0, 13)",9.0,3,2.5,none,0,0.4339800179004669,26802.0,6496.0,314751.0,14539.0,0.9470801949501038,0.7979254722595215,0.6272656917572021,0.9657781720161438,0.7302102446556091,0.5532243251800537,
val_score,flow,classification,"(0, 0, 13)",9.0,3,2.5,none,0,15.899721145629883,12367.0,3307.0,143836.0,6570.0,0.9578957557678223,0.7851888537406921,0.6516018509864807,0.968518853187561,0.9566075205802917,0.5499309301376343,
test_score,flow,classification,"(0, 0, 13)",9.0,3,2.5,none,0,7.372848033905029,15322.0,5862.0,179072.0,8683.0,0.9833952188491821,0.736660361289978,0.6011983752250671,0.9559821486473083,0.8426013588905334,0.4867304563522339,
train_score,flow,classification,"(0, 0, 14)",9.0,3,2.5,none,0,0.6525357365608215,22686.0,11461.0,300661.0,16916.0,0.934761106967926,0.65850430727005,0.559211254119873,0.913756787776947,0.991096556186676,0.4644956588745117,
val_score,flow,classification,"(0, 0, 14)",9.0,3,2.5,none,0,1.4359617233276367,32532.0,9306.0,378500.0,16393.0,0.945167064666748,0.7815497517585754,0.6652538776397705,0.9691354036331177,0.8355318903923035,0.5930391550064087,
test_score,flow,classification,"(0, 0, 14)",9.0,3,2.5,none,0,1.1360411643981934,1578.0,542.0,14707.0,708.0,1.115610957145691,0.7711771130561829,0.6658795475959778,0.9428107738494873,0.8990898132324219,0.4954240918159485,
train_score,flow,classification,"(0, 0, 15)",9.0,3,2.5,none,0,0.22661232948303223,5353.0,4359.0,82631.0,5503.0,0.9160085320472717,0.5646051168441772,0.489305704832077,0.8906121850013733,1.0099921226501465,0.29411983489990234,
val_score,flow,classification,"(0, 0, 15)",9.0,3,2.5,none,0,45.56227493286133,35456.0,13784.0,451702.0,22946.0,0.9333925247192383,0.7206346988677979,0.605528712272644,0.9126452803611755,1.766701579093933,0.518909215927124,
test_score,flow,classification,"(0, 0, 15)",9.0,3,2.5,none,0,16.81895637512207,50469.0,12576.0,602285.0,26549.0,0.9453045129776001,0.7991496920585632,0.6541220545768738,0.9403868913650513,0.9671958088874817,0.652000904083252,
train_score,flow,classification,"(0, 0, 16)",9.0,3,2.5,none,0,1.63924241065979,3718.0,2734.0,67254.0,4981.0,0.9122772216796875,0.5810699462890625,0.426522433757782,0.8676961064338684,0.8034226894378662,0.23477959632873535,
val_score,flow,classification,"(0, 0, 16)",9.0,3,2.5,none,0,1.7120503187179565,1968.0,2894.0,53384.0,5013.0,0.8750080466270447,0.40498998761177063,0.2741413712501526,0.8415895104408264,0.8537266850471497,0.06801485270261765,
test_score,flow,classification,"(0, 0, 16)",9.0,3,2.5,none,0,1.7406009435653687,480.0,196.0,13148.0,1188.0,0.9255638122558594,0.7100591659545898,0.30534350872039795,0.9494756460189819,0.6023294925689697,0.3603349030017853,
train_score,flow,classification,"(0, 0, 16)",27.0,3,2.5,none,0,1.0959935188293457,7900.0,2527.0,125634.0,8068.0,0.9299638867378235,0.7577434778213501,0.4920554757118225,0.9601268172264099,1.3010516166687012,0.427434504032135,
val_score,flow,classification,"(0, 0, 16)",27.0,3,2.5,none,0,1.3641387224197388,28962.0,9159.0,454649.0,28969.0,0.9279046058654785,0.7601993680000305,0.4993581175804138,0.9619216322898865,1.3174090385437012,0.46579647064208984,
test_score,flow,classification,"(0, 0, 16)",27.0,3,2.5,none,0,1.1965422630310059,2196.0,1080.0,40424.0,3036.0,0.9233638644218445,0.664020299911499,0.4124489724636078,0.9446783661842346,1.2079333066940308,0.34891244769096375,
train_score,flow,classification,"(0, 0, 16)",81.0,3,2.5,none,0,0.5656615495681763,32017.0,8126.0,356578.0,13571.0,0.9471157789230347,0.7975736856460571,0.7023119926452637,0.9799187183380127,0.4382675290107727,0.6493411064147949,
val_score,flow,classification,"(0, 0, 16)",81.0,3,2.5,none,0,1.883579134941101,3169.0,5429.0,70795.0,6359.0,0.8625339865684509,0.3685740828514099,0.33259865641593933,0.858576774597168,0.5839739441871643,0.06271232664585114,
test_score,flow,classification,"(0, 0, 16)",81.0,3,2.5,none,0,1.0919688940048218,5801.0,3998.0,83074.0,5083.0,0.9072948694229126,0.5919991731643677,0.53298419713974,0.9342600107192993,0.4686356782913208,0.4000389873981476,
train_score,flow,classification,"(0, 0, 17)",9.0,3,2.5,none,0,0.8399206399917603,14832.0,5531.0,198053.0,9764.0,1.0301591157913208,0.7471248507499695,0.5985338091850281,0.9462146759033203,0.7891638875007629,0.5140039324760437,
val_score,flow,classification,"(0, 0, 17)",9.0,3,2.5,none,0,1.1261640787124634,1781.0,573.0,16879.0,815.0,0.924900233745575,0.7392833828926086,0.6474724411964417,0.9363166689872742,0.7773305773735046,0.5530608892440796,
test_score,flow,classification,"(0, 0, 17)",9.0,3,2.5,none,0,0.9277250170707703,7402.0,2441.0,98113.0,5425.0,0.928851306438446,0.7412686347961426,0.5667181611061096,0.9535189867019653,0.8414323925971985,0.46067333221435547,
train_score,flow,classification,"(0, 0, 18)",9.0,3,2.5,none,0,0.3752216398715973,16921.0,3535.0,184529.0,6873.0,0.9507779479026794,0.8244601488113403,0.7184979915618896,0.9789909720420837,1.002149224281311,0.643460214138031,
val_score,flow,classification,"(0, 0, 18)",9.0,3,2.5,none,0,3.1128315925598145,3078.0,1015.0,35809.0,1901.0,0.9903057813644409,0.772600531578064,0.6182205080986023,0.930152416229248,1.0177356004714966,0.465498685836792,
test_score,flow,classification,"(0, 0, 18)",9.0,3,2.5,none,0,1.5762673616409302,428.0,95.0,30.0,18107.0,0.9183185696601868,0.6205011606216431,0.5393713116645813,0.903040885925293,0.9896333813667297,0.37757962942123413,
train_score,flow,classification,"(0, 0, 19)",9.0,3,2.5,none,0,0.3617328107357025,15985.0,5327.0,188465.0,8860.0,0.935844898223877,0.7410422563552856,0.6238080859184265,0.9468863010406494,0.8060451149940491,0.4795737564563751,
val_score,flow,classification,"(0, 0, 19)",9.0,3,2.5,none,0,9.605880737304688,335.0,6438.0,196046.0,9240.0,0.9302933812141418,0.7208001017570496,0.6178194284439087,0.9535979628562927,0.93346107006073,0.47854962944984436,
test_score,flow,classification,"(0, 0, 19)",9.0,3,2.5,none,0,2.1117732524871826,117516.0,40269.0,1474792.0,72548.0,0.9338759183883667,0.7445448637008667,0.6168822050094604,0.9568470120429993,0.790328860282898,0.517959475517273,
train_score,flow,classification,"(0, 0, 20)",9.0,3,2.5,none,0,0.12596455216407776,23598.0,14615.0,317102.0,17906.0,0.9183844327926636,0.6162538528442383,0.5560919642448425,0.8732640743255615,1.8347138166427612,0.3958512544631958,
val_score,flow,classification,"(0, 0, 20)",9.0,3,2.5,none,0,12.451180458068848,6132.0,3168.0,76057.0,4071.0,0.9167547225952148,0.6487625241279602,0.5878764986991882,0.8770028352737427,1.3990639448165894,0.3426119089126587,
test_score,flow,classification,"(0, 0, 20)",9.0,3,2.5,none,0,6.741683483123779,6134.0,2919.0,76206.0,4028.0,0.9631212949752808,0.6912031173706055,0.584023118019104,0.9254844784736633,0.9163995981216431,0.4984340965747833,
train_score,flow,classification,"(0, 0, 21)",9.0,3,2.5,none,0,0.46754518151283264,322.0,31.0,20286.0,756.0,1.0249168872833252,0.9712918400764465,0.631232738494873,0.9244935512542725,1.6018129587173462,0.47903066873550415,
val_score,flow,classification,"(0, 0, 21)",9.0,3,2.5,none,0,5.267031669616699,5616.0,2142.0,62144.0,2869.0,0.9569592475891113,0.7326835989952087,0.662413477897644,0.9719454050064087,0.8594164252281189,0.5321836471557617,
test_score,flow,classification,"(0, 0, 21)",9.0,3,2.5,none,0,2.7434821128845215,33806.0,20299.0,513126.0,33148.0,0.912851870059967,0.6216914653778076,0.49990618228912354,0.8928244709968567,0.7796843647956848,0.3537296950817108,
train_score,flow,classification,"(0, 0, 21)",27.0,3,2.5,none,0,0.34370437264442444,10430.0,3306.0,154794.0,9280.0,0.9351547360420227,0.7596967816352844,0.5286110639572144,0.9651539921760559,1.2291765213012695,0.5431752800941467,
val_score,flow,classification,"(0, 0, 21)",27.0,3,2.5,none,0,9.451130867004395,31074.0,14385.0,485032.0,31506.0,0.9211491346359253,0.6827019453048706,0.49548155069351196,0.9313077330589294,1.3292241096496582,0.44470149278640747,
test_score,flow,classification,"(0, 0, 21)",27.0,3,2.5,none,0,4.083928108215332,4004.0,1444.0,56965.0,3359.0,0.926581621170044,0.7365281581878662,0.5442904233932495,0.9669137001037598,1.4778774976730347,0.5312310457229614,
train_score,flow,classification,"(0, 0, 22)",9.0,3,2.5,none,0,1.0679757595062256,8784.0,5326.0,153183.0,11327.0,0.9077832102775574,0.6248537302017212,0.43285316228866577,0.9136599898338318,0.7963460087776184,0.3433500826358795,
val_score,flow,classification,"(0, 0, 22)",9.0,3,2.5,none,0,1.098739743232727,9090.0,2144.0,114323.0,6335.0,0.9567579030990601,0.8041104078292847,0.5758711099624634,0.9706693887710571,0.7069301605224609,0.48603877425193787,
test_score,flow,classification,"(0, 0, 22)",9.0,3,2.5,none,0,1.1059895753860474,9638.0,4293.0,138924.0,8638.0,0.9422136545181274,0.6981796026229858,0.4913139045238495,0.9111801385879517,1.159394383430481,0.3755931854248047,
train_score,flow,classification,"(0, 0, 22)",27.0,3,2.5,none,0,0.7388845682144165,3034.0,1593.0,43379.0,2586.0,0.9221816658973694,0.6571176648139954,0.5386446714401245,0.9544245600700378,1.143115758895874,0.3403106927871704,
val_score,flow,classification,"(0, 0, 22)",27.0,3,2.5,none,0,1.3025941848754883,5554.0,4058.0,88294.0,5943.0,0.9062525629997253,0.5789034962654114,0.4826769530773163,0.9040045142173767,2.4937286376953125,0.22583267092704773,
test_score,flow,classification,"(0, 0, 22)",27.0,3,2.5,none,0,0.821715772151947,24382.0,6573.0,298355.0,13728.0,0.9407299160957336,0.7873643040657043,0.639043927192688,0.9765939712524414,1.6683838367462158,0.6340305209159851,
train_score,flow,classification,"(0, 0, 23)",9.0,3,2.5,none,0,0.13516350090503693,1899.0,764.0,17726.0,829.0,1.1263762712478638,0.737051784992218,0.06511406600475311,0.9131830930709839,1.2140487432479858,0.4249997138977051,
val_score,flow,classification,"(0, 0, 23)",9.0,3,2.5,none,0,11.565860748291016,4835.0,3346.0,66293.0,3964.0,0.9115698337554932,0.5905245542526245,0.5591744780540466,0.8997457027435303,1.2621004581451416,0.3607002794742584,
test_score,flow,classification,"(0, 0, 23)",9.0,3,2.5,none,0,6.176397800445557,7859.0,6204.0,127684.0,8689.0,0.901012122631073,0.5540191531181335,0.46113845705986023,0.8617827296257019,1.0431873798370361,0.3065623342990875,
train_score,flow,classification,"(0, 0, 23)",27.0,3,2.5,none,0,0.04894650727510452,20667.0,7730.0,291972.0,17022.0,0.9282298684120178,0.7259266972541809,0.5474327802658081,0.9439019560813904,1.041656732559204,0.45213550329208374,
val_score,flow,classification,"(0, 0, 23)",27.0,3,2.5,none,0,13.22001838684082,14696.0,6235.0,216448.0,13115.0,0.9343121647834778,0.7040821313858032,0.5284488797187805,0.9221478700637817,1.1354329586029053,0.43806517124176025,
test_score,flow,classification,"(0, 0, 23)",27.0,3,2.5,none,0,7.420338153839111,4733.0,2044.0,71005.0,4593.0,0.9263840913772583,0.698354959487915,0.5178292393684387,0.9287420511245728,1.104688048362732,0.42362266778945923,
train_score,flow,classification,"(0, 0, 24)",9.0,3,2.5,none,0,0.6130620837211609,6353.0,4140.0,100740.0,6770.0,0.9167960286140442,0.6079494953155518,0.48290562629699707,0.8516844511032104,1.1391032934188843,0.36166393756866455,
val_score,flow,classification,"(0, 0, 24)",9.0,3,2.5,none,0,1.6369484663009644,7241.0,5484.0,120701.0,8529.0,0.9071033000946045,0.5729141235351562,0.45808902382850647,0.8656648993492126,0.9457351565361023,0.3303135633468628,
test_score,flow,classification,"(0, 0, 24)",9.0,3,2.5,none,0,0.7812778353691101,5573.0,9255.0,154911.0,15011.0,0.8712406158447266,0.3717992901802063,0.26287275552749634,0.7977255582809448,0.9736223220825195,0.14118361473083496,
train_score,flow,classification,"(0, 0, 24)",27.0,3,2.5,none,0,0.512492299079895,13404.0,5887.0,207299.0,13379.0,0.9216381907463074,0.6919824481010437,0.49575257301330566,0.940397322177887,1.3221410512924194,0.39754098653793335,
val_score,flow,classification,"(0, 0, 24)",27.0,3,2.5,none,0,2.2487430572509766,11749.0,4894.0,176576.0,11054.0,0.9218671917915344,0.7057609558105469,0.5141915082931519,0.9560756087303162,1.0254117250442505,0.4249580204486847,
test_score,flow,classification,"(0, 0, 24)",27.0,3,2.5,none,0,1.1460797786712646,6332.0,2299.0,121161.0,9279.0,0.9245461821556091,0.7341075539588928,0.3965366780757904,0.9414393901824951,0.7817220091819763,0.29715943336486816,
train_score,flow,classification,"(0, 0, 24)",81.0,3,2.5,none,0,0.2627907991409302,7756.0,4143.0,99441.0,5224.0,0.9194626808166504,0.6501351594924927,0.5959110856056213,0.9264659285545349,0.8673426508903503,0.3892362117767334,
val_score,flow,classification,"(0, 0, 24)",81.0,3,2.5,none,0,4.414377212524414,8812.0,8329.0,160567.0,12300.0,0.8914309740066528,0.514089047908783,0.41739293932914734,0.8512869477272034,1.0714093446731567,0.2683984339237213,
test_score,flow,classification,"(0, 0, 24)",81.0,3,2.5,none,0,2.0018844604492188,10545.0,9133.0,184947.0,13715.0,0.8953551054000854,0.5358776450157166,0.43466612696647644,0.8955106139183044,0.9569734334945679,0.2988419532775879,
train_score,flow,classification,"(0, 0, 24)",243.0,3,2.5,none,0,0.16095371544361115,43341.0,2024.0,362680.0,2247.0,0.9895876049995422,0.9553841352462769,0.9507107138633728,0.9986011385917664,1.167162537574768,0.9303446412086487,
val_score,flow,classification,"(0, 0, 24)",243.0,3,2.5,none,0,5.4986677169799805,3487.0,5929.0,70295.0,6041.0,0.8604109883308411,0.3703271150588989,0.36597397923469543,0.7411707639694214,1.819823145866394,0.06816313415765762,
test_score,flow,classification,"(0, 0, 24)",243.0,3,2.5,none,0,2.6264302730560303,3909.0,4921.0,82151.0,6975.0,0.878557562828064,0.44269534945487976,0.35915103554725647,0.819735050201416,1.5157209634780884,0.0688609629869461,
train_score,flow,classification,"(0, 0, 25)",9.0,3,2.5,none,0,0.4360288083553314,46271.0,11429.0,549128.0,23959.0,0.9459100365638733,0.8003265857696533,0.657470703125,0.9386414885520935,1.0040042400360107,0.6560603380203247,
val_score,flow,classification,"(0, 0, 25)",9.0,3,2.5,none,0,6.172030925750732,15957.0,8177.0,235903.0,14566.0,0.921198308467865,0.6630781888961792,0.5231806039810181,0.872946560382843,0.9731094241142273,0.42241454124450684,
test_score,flow,classification,"(0, 0, 25)",9.0,3,2.5,none,0,1.9574147462844849,416.0,515.0,9043.0,725.0,0.8862379193305969,0.4767025113105774,0.3491577208042145,0.8815098404884338,1.0378988981246948,0.22686240077018738,
train_score,flow,classification,"(0, 0, 25)",27.0,3,2.5,none,0,0.36919447779655457,3218.0,683.0,35264.0,1526.0,1.005584478378296,0.8178670406341553,0.6743345260620117,0.9794279336929321,0.8460865616798401,0.6352646946907043,
val_score,flow,classification,"(0, 0, 25)",27.0,3,2.5,none,0,6.750239849090576,45301.0,14161.0,611959.0,33185.0,0.9357036352157593,0.7604179382324219,0.573699414730072,0.9480904936790466,1.0318386554718018,0.515601396560669,
test_score,flow,classification,"(0, 0, 25)",27.0,3,2.5,none,0,3.0356290340423584,286.0,168.0,1236.0,12735.0,0.9380254745483398,0.7412696480751038,0.5886004567146301,0.9334038496017456,1.112015962600708,0.4954691231250763,
